# Time (min)   PRN   dX (m)   dY (m)   dZ (m)   3D Error (m)   dClk (m)
# ----------------------------------------------------------------------
        1260   G08   -0.6736    1.5763    1.5118         2.2856    293.4539
        1260   G09    1.0136   -0.1352   -0.2854         1.0617    405.3221
        1260   G10   -1.7721   -0.0501    0.9946         2.0327   7557.2904
        1260   G11    1.4662    0.7249   -0.1040         1.6389   2369.8814
        1260   G12   -0.4717    0.8693   -0.2100         1.0110   6789.1440
        1260   G13    0.9619   -1.1414    1.2581         1.9522    135.2306
        1260   G14    0.3879    1.1111   -1.5507         1.9467    461.7272
        1260   G15    0.2867   -0.3370   -0.0342         0.4438   9601.8641
        1260   G16    0.0071    1.6564    0.4770         1.7237    345.6324
        1260   G17   -0.1447    0.4149   -0.4940         0.6612   8431.2975
        1260   G18    1.2918    0.1974   -1.6464         2.1020   3689.7448
        1260   G19    0.9994    0.5535    0.5136         1.2526   4259.4888
        1260   G20   -1.3293    2.5606   -0.1696         2.8901    268.1780
        1260   G21   -1.4395    0.6057    0.5721         1.6633    281.3085
        1260   G22   -0.1239    0.6076    0.3956         0.7356   2620.3343
        1260   G23   -0.7687    1.1961   -1.1243         1.8126   9971.6218
        1260   G24   -0.3083   -1.2937   -0.4201         1.3947     28.0486
        1260   G25   -1.1272    0.0747   -0.6844         1.3208    869.5176
        1260   G26   -0.5186    1.0401    0.3415         1.2114    437.5652
        1260   G27    0.6908    0.5987    0.9556         1.3225   5308.7828
        1260   G28    0.9178   -0.8631    1.0198         1.6209   8535.5913
        1260   G29    0.0574   -0.2671   -0.1359         0.3052    974.2826
        1260   G30    1.7977    0.6262    0.8107         2.0691    998.9061
        1260   G31    1.2616    0.6465    0.1522         1.4258     78.5157
        1260   G32   -0.7311    0.5095   -0.5946         1.0712   5126.9854
        1290   G01    0.9247    1.3557   -1.0062         1.9250   9838.3729
        1290   G02   -0.5845    0.0210    0.1199         0.5971   7359.4682
        1290   G03    0.3694    1.2114   -0.6129         1.4070    157.8303
        1290   G05   -0.1971    0.2104   -0.7553         0.8085      7.7221
        1290   G06    0.2378   -1.1621   -1.0452         1.5810   2853.7447
        1290   G08   -0.9887    1.6613    1.2146         2.2831    606.3815
        1290   G09    1.0324   -0.2617   -0.3158         1.1109    322.6830
        1290   G10   -1.6487   -0.2545    0.7801         1.8417   1864.1854
        1290   G11    1.2084    0.9591    0.4053         1.5951   2740.1268
        1290   G12   -0.1679    0.4283   -0.1443         0.4821   6789.2148
        1290   G13    1.2529   -0.9844    1.1040         1.9385    439.9743
        1290   G14    0.1713    1.1421   -1.7330         2.0825     94.6351
        1290   G15    0.1992   -0.3455   -0.1256         0.4181    509.2971
        1290   G16    0.0949    1.6296    0.2292         1.6483    819.3650
        1290   G17    0.0131    0.1606   -0.6512         0.6708   7790.8697
        1290   G18    1.1091    0.5660   -0.8314         1.4972   1850.4787
        1290   G19    1.3556    0.7678    0.9662         1.8332   7006.0753
        1290   G20   -1.4821    2.3385    0.3322         2.7885    733.8024
        1290   G21   -1.7250    0.2603   -0.0024         1.7445    905.9762
        1290   G22    0.0362    0.2617    0.1733         0.3160   2620.4005
        1290   G23   -1.0052    1.0546   -0.8939         1.7093   3207.6170
        1290   G24   -0.3734   -1.3248   -0.1652         1.3863     53.3163
        1290   G25   -1.0136   -0.1949   -0.7409         1.2705    869.5176
        1290   G26   -0.8129    0.8379   -0.0775         1.1700     41.9985
        1290   G27    0.4468    0.7006    0.9810         1.2856   9589.4567
        1290   G28    0.7962   -0.8881    0.9913         1.5509   8535.5959
        1290   G29    0.1373   -0.2973   -0.3593         0.4861    193.4706
        1290   G30    1.9559    0.7545    0.4811         2.1509    466.1267
        1290   G31    0.8032    0.5510    0.0370         0.9747      4.9109
        1290   G32   -0.8756    0.4145   -0.4634         1.0739   9407.6592
        1320   G01    0.9876    1.4519   -0.6421         1.8696   9839.3667
        1320   G02   -3.0756   -0.4104    0.5467         3.1507   6893.8629
        1320   G03    0.4814    1.3635   -0.4184         1.5053    157.9436
        1320   G05    0.0024    0.2145   -0.6943         0.7267      7.7353
        1320   G06    0.2656   -1.2687   -1.0083         1.6422   2854.4119
        1320   G08   -1.1474    1.6397    0.7822         2.1487    606.4809
        1320   G09    0.9546   -0.2894   -0.4163         1.0808    322.8529
        1320   G10   -1.7642   -0.4981    0.7606         1.9847   1864.5966
        1320   G11    1.0123    1.2034    0.7817         1.7562   2740.6849
        1320   G12   -0.0146    0.1760   -0.1734         0.2475   6789.2855
        1320   G13    1.5466   -0.9350    0.8775         2.0090    440.0168
        1320   G14    0.0055    1.2916   -1.7868         2.2048     94.7250
        1320   G15   -0.0370   -0.1889   -0.2428         0.3099    509.4485
        1320   G16   -0.0325    1.7015   -0.3497         1.7374    819.4595
        1320   G17   -0.1897   -0.1201   -0.8988         0.9264   7791.0444
        1320   G18    0.8910    0.5531   -0.3143         1.0948   1850.4975
        1320   G19    1.2322    1.0902    1.2473         2.0646   7006.2455
        1320   G20   -1.4586    2.4433    0.7767         2.9496    733.8147
        1320   G21   -1.8896   -0.3288   -0.5683         2.0004    906.0279
        1320   G22    0.1852    0.0960   -0.0932         0.2285   1689.1435
        1320   G23   -1.1315    0.8139   -0.6665         1.5450   3207.6832
        1320   G24   -0.5246   -1.2397   -0.0149         1.3462     53.3239
        1320   G25   -1.5651    2.4940   -1.0785         3.1358    800.8401
        1320   G26   -1.0847    0.7145   -0.4202         1.3651     42.0690
        1320   G27    0.1945    0.8073    0.8740         1.2056   9590.7964
        1320   G28    0.6394   -1.3548    0.8414         1.7183   7604.2779
        1320   G29    0.3026   -0.2009   -0.2664         0.4504    193.5694
        1320   G30    1.8897    0.7262    0.0586         2.0253    466.1499
        1320   G31    0.5701    0.6043   -0.0952         0.8362      4.9296
        1320   G32   -0.9913    0.3556   -0.3120         1.0984   9408.9989
        1350   G01    1.0044    1.3228   -0.2557         1.6805   9840.3606
        1350   G02   -3.3782   -0.5842   -0.0510         3.4287   6893.9192
        1350   G03    0.5837    1.3831   -0.2122         1.5161    158.0569
        1350   G05    0.2637    0.2211   -0.5917         0.6845      7.7486
        1350   G06    0.3727   -1.2883   -0.9603         1.6495   2855.0790
        1350   G08   -1.3924    1.5683    0.3113         2.1202    606.5802
        1350   G09    0.7177    0.0541   -0.7450         1.0359    323.0228
        1350   G10   -1.6823   -0.4790    0.5751         1.8413   1865.0077
        1350   G11    1.1979    0.9683    0.7778         1.7256   2741.2431
        1350   G12   -0.1397    0.2392   -0.4814         0.5554   6789.3563
        1350   G13    1.8429   -0.9407    0.5344         2.1370    440.0592
        1350   G14   -0.4742    1.3571   -1.5153         2.0887     94.8148
        1350   G15    0.0953   -0.3485   -0.3924         0.5334    509.5999
        1350   G16    0.0403    1.7312   -0.4996         1.8023    819.5539
        1350   G17   -0.1032   -0.0435   -0.6719         0.6812   7791.2192
        1350   G18    0.8740    0.3551   -0.0235         0.9437   1850.5163
        1350   G19    0.8819    1.2937    1.2330         1.9929   7006.4157
        1350   G20   -1.4463    2.1811    1.1404         2.8547    733.8270
        1350   G21   -1.7039   -0.1460   -0.5300         1.7904    906.0796
        1350   G22    0.0064    0.1279   -0.0784         0.1502   1689.2096
        1350   G23   -1.3830    0.8764   -0.4720         1.7040   3207.7493
        1350   G24   -0.5439   -1.2169    0.2324         1.3530     53.3314
        1350   G25   -1.5989    2.3441   -1.7437         3.3304    800.8401
        1350   G26   -0.9570    0.8546   -0.2959         1.3167     42.1395
        1350   G27   -0.0404    0.8595    0.8109         1.1824   9592.1362
        1350   G28    0.7338   -0.9680    1.1101         1.6455   7604.2825
        1350   G29    0.5358   -0.2673   -0.2768         0.6597    193.6682
        1350   G30    1.8139    0.6317   -0.4364         1.9697    466.1730
        1350   G31    0.7599    0.9420   -0.2802         1.2423      4.9484
        1350   G32   -1.1346    0.2645   -0.1298         1.1722   9410.3386
        1380   G01    1.0397    1.0874    0.1493         1.5119   9841.3545
        1380   G02   -0.4584   -0.0750   -0.2648         0.5347   1376.1214
        1380   G03    0.5106    1.2540    0.1356         1.3607    158.1701
        1380   G05    0.5825    0.4024   -0.4303         0.8285      7.7618
        1380   G06    0.6595   -1.3260   -1.0214         1.7990   2855.7461
        1380   G08   -1.6446    1.4714   -0.1602         2.2126    606.6796
        1380   G09    0.3450    0.6422   -1.0130         1.2480    323.1927
        1380   G10   -1.4840   -0.4697    0.2851         1.5824   1865.4188
        1380   G11    1.5771    0.5862    0.7777         1.8535   2741.8012
        1380   G12   -0.3606    0.3460   -0.9398         1.0644   6789.4271
        1380   G13    2.0719   -0.8967    0.0296         2.2578    440.1017
        1380   G14   -0.9792    1.3408   -0.9333         1.9046     94.9047
        1380   G15    0.4026   -0.6286   -0.7066         1.0279    509.7512
        1380   G16    0.2717    1.7542   -0.4044         1.8206    819.6484
        1380   G17    0.0697    0.0877   -0.1779         0.2103   7791.3940
        1380   G18    1.0401    0.2741    0.2855         1.1129   1850.5350
        1380   G19    0.6072    1.2812    0.9563         1.7102   7006.5858
        1380   G20   -1.5170    1.5546    1.3288         2.5463    733.8393
        1380   G21   -1.5184    0.3573   -0.0538         1.5608    906.1313
        1380   G22   -0.2362    0.2173    0.1645         0.3606   8452.8182
        1380   G23   -1.7741    1.0834   -0.1307         2.0828   3207.8155
        1380   G24   -0.3826   -1.2151    0.5094         1.3720     53.3389
        1380   G25   -0.9431   -0.1678   -1.0954         1.4551    335.1789
        1380   G26   -0.6565    1.1008   -0.1033         1.2859     42.2099
        1380   G27   -0.1495    0.8891    0.8234         1.2210   9593.4759
        1380   G28    0.8390   -0.0916    1.1525         1.4285   6428.3978
        1380   G29    0.7210   -0.4099   -0.2850         0.8770    193.7670
        1380   G30    1.7304    0.5777   -0.9667         2.0646    466.1961
        1380   G31    1.1275    1.3334   -0.6004         1.8466      4.9672
        1380   G32   -1.2027    0.1332    0.0495         1.2111   9411.6783
        1410   G01    1.0587    0.8679    0.5476         1.4745   9842.3484
        1410   G02   -0.9524   -0.3777   -0.6362         1.2060   1376.1777
        1410   G03    0.2871    1.1049    0.5375         1.2618    158.2834
        1410   G05    0.8711    0.6005   -0.1924         1.0754      7.7750
        1410   G06    0.9706   -1.4511   -1.1419         2.0861   2856.4132
        1410   G08   -1.7151    1.2951   -0.5659         2.2224    606.7790
        1410   G09    0.0950    0.9315   -0.9835         1.3579    323.3626
        1410   G10   -1.3843   -0.7088   -0.0730         1.5569   1865.8300
        1410   G11    1.4952    0.6237    1.0034         1.9056   2742.3594
        1410   G12   -0.3364    0.1921   -1.0410         1.1107   6789.4979
        1410   G13    2.1118   -0.7523   -0.4837         2.2934    440.1441
        1410   G14   -1.1121    1.4177   -0.4445         1.8559     94.9945
        1410   G15    0.3831   -0.5991   -0.9181         1.1613    509.9026
        1410   G16    0.2774    1.5678   -0.6113         1.7055    819.7429
        1410   G17    0.0383   -0.2592    0.0510         0.2669   7791.5687
        1410   G18    0.9508    0.3477    0.6737         1.2161   1850.5538
        1410   G19    0.5370    1.3154    0.7710         1.6165   7006.7560
        1410   G20   -1.6273    0.9965    1.4764         2.4126    733.8516
        1410   G21   -1.4335    0.1755   -0.0829         1.4466    906.1830
        1410   G22   -0.1438    0.1159   -0.0431         0.1897   8452.8843
        1410   G23   -2.0380    1.0275    0.2621         2.2973   3207.8816
        1410   G24   -0.2207   -1.1356    0.7183         1.3617     53.3465
        1410   G25   -0.8880   -0.4887   -1.1232         1.5129    335.1789
        1410   G26   -0.6876    0.9473   -0.1788         1.1841     42.2804
        1410   G27   -0.1736    0.9381    0.7411         1.2081   9594.8156
        1410   G28    1.0541    0.4619    0.9918         1.5193   6428.4024
        1410   G29    0.7528   -0.4242   -0.1691         0.8805    193.8658
        1410   G30    1.5281    0.6959   -1.4461         2.2160    466.2192
        1410   G31    1.1347    1.3835   -0.7807         1.9522      4.9860
        1410   G32   -1.1712    0.0191    0.1722         1.1839   9413.0180
